"id","cooks_distance","converged","message"
"450",0.000169181726734655,TRUE,NA
"454",0.00238575397993103,TRUE,NA
"455",0.00270302619364692,TRUE,NA
"456",0.00139545806928838,TRUE,NA
"457",0.00522276507643918,TRUE,NA
"458",0.00357156628365988,TRUE,NA
"459",0.00141830056445611,TRUE,NA
"460",0.000639894576126904,TRUE,NA
"461",0.00425778234143804,TRUE,NA
"463",0.00646991432643522,TRUE,NA
"464",0.000992398596767674,TRUE,NA
"467",0.000414801325253352,TRUE,NA
"468",0.000217611176086539,TRUE,NA
"469",0.00179309513675955,TRUE,NA
"470",0.000804740957341031,TRUE,NA
"472",7.18330985822371e-05,TRUE,NA
"473",0.00063071507591757,TRUE,NA
"474",0.000542980799591835,TRUE,NA
"477",0.000287537388675564,TRUE,NA
"479",6.65677833885446e-05,TRUE,NA
"480",0.00126973519295392,TRUE,NA
"486",0.000320165043779717,TRUE,NA
"487",0.00101774114951121,TRUE,NA
"488",0.00247264143084272,TRUE,NA
"489",0.000303948748711642,TRUE,NA
"491",0.00116216483826092,TRUE,NA
"494",0.00113256350555924,TRUE,NA
"495",0.00122396510383377,TRUE,NA
"496",0.000230372976189348,TRUE,NA
"498",0.000513919040751763,TRUE,NA
"499",0.00122355542917979,TRUE,NA
"500",0.00141939949910122,TRUE,NA
"501",0.000453530912024501,TRUE,NA
"502",0.00115447972674702,TRUE,NA
"505",0.00290525942845404,TRUE,NA
"506",0.00034281674605969,TRUE,NA
"507",0.000184972885498307,TRUE,NA
"508",0.00132900524479245,TRUE,NA
"509",0.000186831159363516,TRUE,NA
"514",2.24275858411771e-05,TRUE,NA
"515",0.00218410851412621,TRUE,NA
"517",0.0112720715010703,TRUE,NA
"519",8.93405575357427e-05,TRUE,NA
"520",1.49785169564172e-05,TRUE,NA
"522",0.000356090361164003,TRUE,NA
"524",0.000331699994477172,TRUE,NA
"526",0.000752101823732595,TRUE,NA
"527",0.000384282924275263,TRUE,NA
"528",0.000607155618237594,TRUE,NA
"529",0.000532235417799406,TRUE,NA
"531",0.000837037555688636,TRUE,NA
"537",0.000474091140134752,TRUE,NA
"538",0.00114964213486398,TRUE,NA
"539",0.00111451228232814,TRUE,NA
"540",0.000343649709418827,TRUE,NA
"541",0.000516648722708102,TRUE,NA
"543",0.00155899685660038,TRUE,NA
"544",0.000297607063404916,TRUE,NA
"546",0.000424175841801111,TRUE,NA
"547",0.000741059191532449,TRUE,NA
"550",0.00380053896104374,TRUE,NA
"551",0.000565102475661166,TRUE,NA
"553",0.00132592321592661,TRUE,NA
"556",0.00194154787304413,TRUE,NA
"557",0.00100739937982797,TRUE,NA
"558",0.000409895323518664,TRUE,NA
"559",0.000704375390989898,TRUE,NA
"560",0.00152236326753424,TRUE,NA
"561",0.00217723289858961,TRUE,NA
"563",0.000636567857505025,TRUE,NA
"564",0.000108836904549753,TRUE,NA
"566",0.000818651008432753,TRUE,NA
"567",0.000740071614565952,TRUE,NA
"570",0.00087634888985482,TRUE,NA
"573",0.000300159330356274,TRUE,NA
"574",0.00125335562448706,TRUE,NA
"578",0.000859227623819689,TRUE,NA
"579",2.88223978092895e-05,TRUE,NA
"581",0.00564502127966048,TRUE,NA
"585",0.00199860964607978,TRUE,NA
"586",0.000590119845895999,TRUE,NA
"587",0.000447629911893718,TRUE,NA
"588",0.00108705067350143,TRUE,NA
"590",0.00193163936970587,TRUE,NA
"591",0.000255205254464998,TRUE,NA
"593",0.00636998878946601,TRUE,NA
"594",0.000558297934701193,TRUE,NA
"596",0.000179060655484946,TRUE,NA
"598",0.000816881888258572,TRUE,NA
"601",0.000905732798796115,TRUE,NA
"602",0.000328213377140279,TRUE,NA
"604",0.00462996623378555,TRUE,NA
"605",0.00164457379624337,TRUE,NA
"607",0.00044716734482944,TRUE,NA
"608",0.000967452361188536,TRUE,NA
"609",0.000133333993044533,TRUE,NA
"610",0.00150851168889827,TRUE,NA
"611",0.000643128131804344,TRUE,NA
"612",0.00168862916890144,TRUE,NA
"613",0.000126403910468892,TRUE,NA
"614",0.00172194579859091,TRUE,NA
"616",0.00216861700295298,TRUE,NA
"617",0.000736500768687483,TRUE,NA
"618",0.000474622532348711,TRUE,NA
"619",0.000276000459393142,TRUE,NA
"622",0.0010028522033169,TRUE,NA
"624",0.000172687586045467,TRUE,NA
"626",0.00147360116856126,TRUE,NA
"628",0.000400456855087951,TRUE,NA
"629",0.000145046125147695,TRUE,NA
"630",0.00129830245680528,TRUE,NA
"633",0.000967710031480285,TRUE,NA
"635",0.000688079295918741,TRUE,NA
"637",0.00161438671135833,TRUE,NA
"638",1.80212693211439e-05,TRUE,NA
"639",0.000154000674314991,TRUE,NA
"640",0.00267457401862005,TRUE,NA
"641",0.000295783245827691,TRUE,NA
"642",0.00109383861670651,TRUE,NA
"643",0.00210649974473709,TRUE,NA
"644",0.000484340450241929,TRUE,NA
"645",0.000230550895648359,TRUE,NA
"646",8.28366997274965e-05,TRUE,NA
"647",0.000906251536033967,TRUE,NA
"648",0.000110622764450027,TRUE,NA
"649",0.00330353894732966,TRUE,NA
"650",0.00226193586352138,TRUE,NA
"651",0.001833280713675,TRUE,NA
"654",0.000776627484066619,TRUE,NA
"655",0.0028719229316857,TRUE,NA
"656",0.000243736135752148,TRUE,NA
"657",0.000434964010156321,TRUE,NA
"658",0.000108885044624945,TRUE,NA
"659",0.000699487069126623,TRUE,NA
"660",0.000138293124639338,TRUE,NA
"661",0.000132777886155725,TRUE,NA
"662",0.00117618567543212,TRUE,NA
"663",0.0026308965599152,TRUE,NA
"664",0.000506988858439216,TRUE,NA
"666",0.00190259486535286,TRUE,NA
"668",3.68545672592771e-05,TRUE,NA
"669",0.00295304671018695,TRUE,NA
"671",0.000116458452920864,TRUE,NA
"672",0.000878424669707182,TRUE,NA
"674",0.00199289574092995,TRUE,NA
"675",0.00190018637635324,TRUE,NA
"676",0.000414140102422562,TRUE,NA
"677",0.000193974320325267,TRUE,NA
"678",0.0010263526644734,TRUE,NA
"679",0.00285922935897565,TRUE,NA
"680",0.0071153257389824,TRUE,NA
"682",0.0092983172733853,TRUE,NA
"683",0.000184905930962885,TRUE,NA
"686",0.00331799999311273,TRUE,NA
"689",0.000566080976345834,TRUE,NA
